Date/Time,Electricity:Facility,Fans:Electricity,Cooling:Electricity,Heating:Electricity,InteriorLights:Electricity,InteriorEquipment:Electricity,Gas:Facility,Heating:Gas,InteriorEquipment:Gas,Water Heater:WaterSystems:Gas
 01/15  23:00:00,964.931839,96.21671978,571.3390121,0,34.96165543,124.5586935,535.8975856,490.1503709,28.3233498,17.42386485
 01/15  24:00:00,964.6289443,96.21671978,568.6399772,0,34.96165543,124.5586935,521.0577086,498.1754617,14.1616749,8.720571998
 01/16  01:00:00,949.3624746,96.21671978,568.1691631,0,34.96165543,113.3127805,526.4973977,503.4082344,5.664669961,17.42449335
 01/16  02:00:00,947.858229,96.21671978,570.2926182,0,34.96165543,113.3127805,530.7233957,507.6349442,5.664669961,17.42378145
 01/16  03:00:00,948.8277561,96.21671978,572.5231377,0,34.96165543,113.3127805,538.5417462,515.4540312,5.664669961,17.42304502
 01/16  04:00:00,957.651094,96.21671978,582.1936163,0,34.96165543,113.3127805,533.398301,519.0104551,5.664669961,8.723175984
 01/16  05:00:00,991.2429729,96.21671978,603.7823602,0,44.49376632,113.3127805,533.8181125,510.729975,5.664669961,17.42346749
 01/16  06:00:00,989.4913775,96.21671978,600.5639722,0,44.49376632,113.3127805,543.4042049,511.8167153,14.1616749,17.42581473
 01/16  07:00:00,1060.03471,96.21671978,597.3735935,0,54.02587722,176.8892702,489.2522327,445.8154234,28.3233498,15.11345947
 01/16  08:00:00,1051.304411,96.21671978,596.4959089,0,54.02587722,184.3865456,492.6886029,439.1729516,42.48502471,11.03062661
 01/16  09:00:00,1125.658585,96.21671978,590.9506784,0,65.15725541,220.0431645,506.3668971,423.4721681,56.64669961,26.24802942
 01/16  10:00:00,1110.309991,96.21671978,582.4547231,0,65.15725541,212.5458892,475.7496816,415.677554,42.48502471,17.58710287
 01/16  11:00:00,1109.300536,96.21671978,573.4219159,0,65.15725541,220.0431645,513.6214935,407.4891182,70.80837451,35.3240008
 01/16  12:00:00,1106.745119,96.21671978,569.5696862,0,65.15725541,220.0431645,499.6292584,402.3221278,70.80837451,26.49875606
 01/16  13:00:00,1103.430748,96.21671978,567.1846641,0,65.15725541,220.0431645,499.2164129,397.2350163,70.80837451,31.17302213
 01/16  14:00:00,1094.814692,96.21671978,565.9384082,0,65.15725541,212.5458892,479.2904752,391.9993005,56.64669961,30.64447509
 01/16  15:00:00,1091.129687,96.21671978,562.2975856,0,65.15725541,212.5458892,445.1471974,376.1662363,42.48502471,26.49593648
 01/16  16:00:00,1089.75514,96.21671978,560.854973,0,65.15725541,212.5458892,466.1222864,374.1544897,56.64669961,35.32109712
 01/16  17:00:00,1067.098718,96.21671978,563.6405363,0,65.15725541,220.0431645,492.0782099,380.6067781,84.97004941,26.50138234
 01/16  18:00:00,1038.512023,96.21671978,566.5040491,0,54.02587722,184.3865456,514.299318,402.9559079,84.97004941,26.3733607
 01/16  19:00:00,1009.583786,96.21671978,568.0835273,0,44.49376632,163.4543149,543.0274071,440.6340867,84.97004941,17.42327102
 01/16  20:00:00,1007.009029,96.21671978,572.5604357,0,44.49376632,155.9570395,514.5120542,449.1420761,56.64669961,8.723278496
 01/16  21:00:00,981.1516504,96.21671978,578.5538311,0,44.49376632,124.5586935,560.2191674,486.148824,56.64669961,17.42364374
 01/16  22:00:00,986.5786615,96.21671978,584.8092629,0,44.49376632,124.5586935,553.5552703,493.6442465,42.48502471,17.42599905
 01/16  23:00:00,979.3272497,96.21671978,587.8676928,0,34.96165543,124.5586935,556.0575912,510.3120045,28.3233498,17.42223684
 01/16  24:00:00,977.2318766,96.21671978,584.5687844,0,34.96165543,124.5586935,536.5793845,513.694992,14.1616749,8.722717527
 01/17  01:00:00,981.6149728,96.21671978,590.5215742,0,46.09303362,113.3127805,538.7016688,515.6142468,5.664669961,17.42275205
 01/17  02:00:00,989.1284067,96.21671978,598.6355619,0,46.09303362,113.3127805,541.3140272,518.2242166,5.664669961,17.4251407
 01/17  03:00:00,991.4625294,96.21671978,601.2630727,0,46.09303362,113.3127805,534.7052658,520.3194026,5.664669961,8.721193248
 01/17  04:00:00,992.2473138,96.21671978,602.1351124,0,46.09303362,113.3127805,546.2673965,523.1770887,5.664669961,17.42563788
